current_speed,speed_limit,weather_code,visibility_km,road_type,hour_of_day,violation,recommended_speed
78.7,100,4,1.8,1,19,0,85
69.8,60,0,10.0,3,10,1,60
133.6,100,1,7.7,1,5,1,100
34.0,60,0,9.6,3,0,0,60
81.4,60,0,10.3,3,4,1,60
86.2,100,1,8.6,1,21,0,100
50.6,60,0,10.7,3,13,0,60
101.1,60,4,1.3,3,15,1,45
101.6,80,0,10.6,2,8,1,80
138.1,100,1,7.5,1,18,1,100
79.1,80,0,9.9,2,19,0,80
43.9,30,0,10.8,4,7,1,30
36.0,60,0,9.9,3,7,0,60
92.8,100,1,7.4,1,15,0,100
77.7,60,1,7.3,3,17,1,60
117.0,80,1,7.9,2,7,1,80
51.8,60,1,8.5,3,22,0,60
80.8,60,1,9.0,3,8,1,60
62.7,80,0,10.6,2,4,0,80
41.2,60,1,8.8,3,1,0,60
57.3,60,5,4.5,3,20,1,35
41.2,60,1,8.8,3,13,0,60
88.4,100,2,4.2,1,17,0,90
71.0,60,0,10.9,3,12,1,60
79.9,30,3,2.8,4,11,1,20
96.1,120,3,3.8,0,14,0,100
65.5,80,1,7.2,2,20,0,80
108.3,100,5,4.4,1,14,1,75
60.0,60,0,10.5,3,22,0,60
41.1,60,0,11.0,3,22,0,60
90.8,120,3,3.5,0,0,0,100
70.3,30,3,2.8,4,21,1,20
70.8,100,0,10.1,1,6,0,100
56.1,60,0,9.7,3,12,0,60
123.3,80,0,9.4,2,17,1,80
122.0,100,0,9.5,1,0,1,100
83.1,100,3,2.4,1,10,1,80
78.6,100,1,8.1,1,12,0,100
37.9,60,0,10.8,3,19,0,60
49.3,60,1,8.8,3,8,0,60
140.7,120,0,9.1,0,15,1,120
117.5,120,0,9.2,0,10,0,120
107.3,120,2,4.5,0,2,0,110
32.1,60,5,3.5,3,16,0,35
57.0,60,4,1.2,3,1,1,45
131.1,120,0,9.8,0,8,1,120
75.9,60,4,2.2,3,8,1,45
115.7,120,3,3.2,0,15,1,100
5.0,30,3,3.1,4,0,0,20
5.0,30,1,7.7,4,16,0,30
69.8,60,1,8.4,3,9,1,60
79.2,30,0,10.7,4,19,1,30
32.3,60,0,9.7,3,4,0,60
103.1,60,0,9.2,3,7,1,60
98.0,60,0,9.6,3,12,1,60
72.0,100,1,7.3,1,20,0,100
98.5,100,2,4.9,1,4,1,90
74.9,100,1,7.3,1,3,0,100
38.1,60,0,9.9,3,7,0,60
113.0,100,5,3.4,1,22,1,75
86.9,100,5,4.5,1,6,1,75
97.7,80,3,2.1,2,4,1,60
78.2,100,5,4.1,1,9,1,75
108.0,60,1,7.3,3,16,1,60
66.5,30,5,3.0,4,5,1,20
86.5,60,0,10.7,3,9,1,60
43.2,60,1,8.3,3,15,0,60
35.3,60,0,9.2,3,21,0,60
116.6,80,0,10.3,2,9,1,80
75.4,100,0,10.2,1,3,0,100
29.7,30,2,4.9,4,1,1,20
72.2,100,3,2.8,1,0,0,80
147.2,120,1,8.8,0,2,1,120
54.1,60,0,9.5,3,12,0,60
98.5,100,3,2.8,1,11,1,80
57.1,80,2,4.7,2,0,0,70
107.4,120,1,8.5,0,20,0,120
140.4,120,2,5.8,0,9,1,110
71.9,100,0,10.7,1,5,0,100
102.2,120,0,10.6,0,8,0,120
31.4,60,4,3.0,3,0,0,45
40.2,60,0,10.4,3,11,0,60
65.7,80,1,8.5,2,4,0,80
5.7,30,4,3.0,4,0,0,20
126.3,100,2,4.0,1,1,1,90
79.7,100,0,10.3,1,13,0,100
90.3,100,0,10.5,1,1,0,100
41.6,60,0,10.8,3,4,0,60
51.2,80,2,5.8,2,9,0,70
34.5,60,1,8.7,3,19,0,60
99.1,60,0,10.9,3,5,1,60
70.8,80,5,4.1,2,4,1,55
82.1,60,1,7.0,3,1,1,60
25.8,30,0,9.0,4,8,0,30
90.8,100,1,8.1,1,9,0,100
60.5,80,2,4.9,2,7,0,70
81.2,60,0,9.9,3,5,1,60
31.6,60,0,9.8,3,4,0,60
79.6,100,3,3.8,1,20,0,80
50.2,80,1,7.7,2,17,0,80
109.9,80,1,8.7,2,19,1,80
74.4,80,1,8.8,2,17,0,80
85.9,100,0,10.0,1,1,0,100
21.8,30,0,9.9,4,11,0,30
68.8,60,1,8.5,3,7,1,60
68.5,80,0,10.4,2,3,0,80
71.4,60,0,9.7,3,19,1,60
11.0,30,4,1.2,4,22,0,20
92.3,120,5,3.5,0,3,0,95
87.4,100,3,2.3,1,8,1,80
62.8,80,4,1.6,2,8,0,65
40.8,60,0,9.5,3,11,0,60
118.2,120,5,4.3,0,13,1,95
29.3,30,0,10.9,4,2,0,30
102.4,80,5,4.4,2,5,1,55
74.5,80,5,4.9,2,14,1,55
121.8,100,2,5.6,1,22,1,90
149.9,100,5,4.5,1,18,1,75
35.7,60,1,7.8,3,3,0,60
5.0,30,0,9.6,4,0,0,30
70.1,80,1,8.7,2,8,0,80
13.7,30,1,8.8,4,22,0,30
35.5,60,0,9.9,3,15,0,60
58.1,80,2,4.0,2,22,0,70
106.9,60,5,4.6,3,8,1,35
129.7,80,0,9.6,2,11,1,80
45.9,60,3,2.0,3,13,1,40
143.2,120,4,2.6,0,14,1,105
55.8,60,5,4.0,3,21,1,35
130.6,120,5,4.4,0,23,1,95
48.4,60,1,8.8,3,20,0,60
30.1,60,5,4.1,3,15,0,35
73.6,100,3,3.0,1,7,0,80
91.9,100,0,9.6,1,9,0,100
72.5,80,1,7.6,2,13,0,80
84.6,60,2,5.6,3,16,1,50
77.7,100,0,9.9,1,2,0,100
54.2,60,2,4.3,3,3,1,50
76.2,100,2,4.2,1,15,0,90
109.3,120,0,9.9,0,13,0,120
107.1,120,1,7.9,0,23,0,120
111.9,120,3,3.3,0,13,1,100
51.6,60,1,7.9,3,15,0,60
53.9,30,0,9.3,4,7,1,30
67.5,80,0,10.0,2,17,0,80
56.1,80,1,8.8,2,6,0,80
148.0,120,4,1.3,0,2,1,105
58.3,60,0,10.4,3,5,0,60
114.6,120,2,5.2,0,19,1,110
48.1,60,0,10.5,3,15,0,60
5.5,30,0,9.3,4,21,0,30
129.4,100,4,2.9,1,3,1,85
87.9,60,2,5.2,3,18,1,50
114.9,120,0,10.7,0,1,0,120
66.4,80,1,7.5,2,3,0,80
92.9,120,0,10.5,0,1,0,120
65.7,80,1,8.6,2,6,0,80
81.3,100,2,4.8,1,14,0,90
56.0,80,0,9.8,2,16,0,80
98.5,80,0,10.3,2,13,1,80
92.2,100,1,7.2,1,10,0,100
74.3,60,4,2.5,3,16,1,45
29.7,30,5,3.1,4,4,1,20
119.1,80,0,9.4,2,22,1,80
79.4,100,3,3.3,1,13,0,80
74.3,100,1,7.2,1,16,0,100
20.0,30,1,8.9,4,19,0,30
44.0,60,3,3.7,3,20,1,40
128.1,80,4,2.3,2,1,1,65
93.8,120,5,4.6,0,6,0,95
69.8,80,1,8.8,2,3,0,80
76.3,100,1,7.5,1,7,0,100
5.0,30,3,3.7,4,0,0,20
65.2,30,0,9.4,4,9,1,30
164.0,120,1,7.8,0,0,1,120
75.4,80,1,8.1,2,0,0,80
122.5,100,2,5.4,1,3,1,90
71.5,80,0,9.1,2,16,0,80
5.0,30,0,9.6,4,4,0,30
70.5,80,4,2.2,2,13,1,65
75.9,100,0,9.7,1,5,0,100
126.4,100,1,8.6,1,6,1,100
46.4,60,0,10.3,3,7,0,60
30.7,60,0,9.5,3,23,0,60
51.1,80,0,9.3,2,17,0,80
112.2,100,0,10.3,1,3,1,100
126.0,100,4,1.9,1,22,1,85
50.3,30,0,9.3,4,2,1,30
104.4,80,5,3.7,2,22,1,55
62.1,80,1,7.6,2,3,0,80
75.9,80,1,7.2,2,22,0,80
58.8,60,1,8.1,3,15,0,60
81.6,100,1,8.5,1,12,0,100
98.2,100,3,3.2,1,21,1,80
78.7,60,0,10.7,3,22,1,60
59.4,60,1,7.3,3,10,0,60
54.5,60,4,1.9,3,23,1,45
17.1,30,5,4.2,4,10,1,20
117.1,80,4,2.4,2,4,1,65
93.6,120,1,8.4,0,19,0,120
9.2,30,3,3.5,4,0,0,20
67.4,80,1,8.3,2,13,0,80
58.5,60,1,7.2,3,23,0,60
40.9,60,0,10.4,3,21,0,60
70.5,80,1,8.4,2,19,0,80
134.1,100,0,11.0,1,18,1,100
53.5,60,0,10.4,3,4,0,60
89.2,60,4,2.4,3,19,1,45
106.8,60,0,10.0,3,22,1,60
86.4,80,0,10.7,2,5,1,80
132.9,120,0,11.0,0,18,1,120
111.3,120,5,4.6,0,11,1,95
149.8,100,1,8.2,1,13,1,100
108.8,100,1,7.2,1,16,1,100
53.2,30,3,3.5,4,6,1,20
31.3,60,4,2.4,3,20,0,45
38.2,60,0,10.6,3,0,0,60
57.0,80,2,4.2,2,16,0,70
125.8,100,3,3.3,1,5,1,80
20.9,30,2,4.6,4,3,1,20
117.0,80,0,10.5,2,13,1,80
153.1,120,4,1.5,0,7,1,105
107.8,80,1,8.4,2,17,1,80
53.5,30,0,9.6,4,19,1,30
5.0,30,1,7.0,4,12,0,30
101.7,120,0,10.3,0,7,0,120
25.7,30,0,9.2,4,23,0,30
121.2,100,3,3.3,1,15,1,80
169.4,120,0,10.9,0,4,1,120
44.3,60,1,8.9,3,2,0,60
5.0,30,1,7.5,4,12,0,30
88.0,60,0,10.6,3,14,1,60
100.1,60,5,3.7,3,3,1,35
31.3,60,0,10.8,3,2,0,60
55.2,60,0,10.6,3,1,0,60
5.0,30,0,9.1,4,3,0,30
77.4,60,0,9.8,3,5,1,60
55.3,30,0,9.7,4,3,1,30
25.7,30,2,5.6,4,16,1,20
109.4,120,5,3.8,0,6,1,95
80.2,60,0,10.4,3,17,1,60
52.4,80,2,5.2,2,21,0,70
61.8,80,2,6.0,2,9,0,70
68.6,60,4,2.9,3,16,1,45
129.3,120,1,7.9,0,22,1,120
66.4,80,0,10.4,2,3,0,80
50.8,30,0,10.7,4,18,1,30
149.5,100,2,5.8,1,6,1,90
67.2,80,3,2.1,2,12,1,60
19.3,30,0,9.6,4,2,0,30
52.9,80,1,7.6,2,7,0,80
68.5,80,4,1.9,2,10,1,65
61.9,80,3,2.3,2,15,1,60
68.2,80,5,4.0,2,19,1,55
93.4,60,3,3.3,3,18,1,40
34.4,60,1,8.0,3,22,0,60
74.7,80,1,8.3,2,22,0,80
57.6,60,2,4.1,3,8,1,50
68.9,80,0,10.8,2,9,0,80
95.2,100,1,8.9,1,22,0,100
58.5,60,2,5.2,3,5,1,50
51.2,60,0,10.8,3,2,0,60
39.8,60,3,2.3,3,19,0,40
135.6,120,1,8.6,0,7,1,120
91.8,100,5,3.2,1,5,1,75
134.1,100,0,9.8,1,7,1,100
92.9,100,0,9.6,1,13,0,100
40.1,60,2,5.2,3,7,0,50
95.9,120,0,9.6,0,10,0,120
34.7,60,2,5.3,3,9,0,50
96.1,100,3,2.7,1,22,1,80
141.2,100,0,10.7,1,9,1,100
50.5,80,1,8.3,2,10,0,80
85.6,100,1,7.4,1,0,0,100
39.6,30,1,7.7,4,14,1,30
98.2,120,5,4.7,0,4,1,95
115.4,80,3,2.8,2,13,1,60
31.8,60,2,5.1,3,22,0,50
91.6,60,2,5.3,3,19,1,50
92.2,100,1,7.7,1,7,0,100
71.2,80,4,1.6,2,16,1,65
43.3,60,2,5.0,3,3,0,50
6.6,30,2,4.4,4,3,0,20
76.9,30,4,1.6,4,17,1,20
81.2,100,0,9.1,1,18,0,100
44.4,30,3,2.6,4,2,1,20
106.4,120,0,9.6,0,8,0,120
143.4,120,0,10.9,0,6,1,120
105.2,60,0,10.2,3,1,1,60
88.4,100,5,4.6,1,8,1,75
141.1,120,4,1.1,0,23,1,105
118.7,100,2,4.2,1,5,1,90
71.2,80,2,5.6,2,5,1,70
56.4,60,1,8.2,3,15,0,60
66.8,60,5,3.4,3,1,1,35
89.6,100,1,7.8,1,15,0,100
68.2,80,1,8.1,2,2,0,80
5.0,30,0,10.7,4,21,0,30
45.0,60,3,2.1,3,15,1,40
141.9,100,2,5.2,1,11,1,90
26.7,30,1,8.4,4,2,0,30
89.2,60,0,11.0,3,10,1,60
157.3,120,4,2.6,0,10,1,105
147.0,120,0,9.6,0,22,1,120
127.0,100,2,5.4,1,15,1,90
91.7,60,5,4.5,3,4,1,35
75.8,100,1,8.5,1,19,0,100
107.4,80,0,10.6,2,7,1,80
91.0,120,2,5.8,0,10,0,110
26.8,30,3,2.2,4,10,1,20
136.6,100,1,7.2,1,17,1,100
77.8,30,5,4.6,4,18,1,20
6.6,30,0,9.5,4,9,0,30
146.7,120,1,7.1,0,3,1,120
56.0,80,2,4.8,2,9,0,70
142.4,120,4,2.6,0,13,1,105
50.4,30,0,9.3,4,5,1,30
51.7,80,3,3.3,2,4,0,60
92.8,120,1,7.0,0,14,0,120
153.0,120,1,7.2,0,4,1,120
67.3,80,0,9.7,2,22,0,80
74.0,30,4,1.2,4,23,1,20
38.3,60,0,10.7,3,5,0,60
25.9,30,0,10.7,4,18,0,30
122.8,80,0,10.5,2,19,1,80
95.7,120,4,1.5,0,16,0,105
73.8,30,2,5.0,4,13,1,20
108.5,120,3,2.4,0,10,1,100
19.5,30,0,9.6,4,13,0,30
115.9,80,2,5.0,2,4,1,70
164.8,120,1,8.5,0,12,1,120
38.3,60,4,1.2,3,11,0,45
39.0,30,4,1.6,4,23,1,20
5.0,30,0,10.9,4,18,0,30
89.4,100,2,4.9,1,9,0,90
75.2,100,0,10.9,1,12,0,100
56.3,60,1,9.0,3,14,0,60
59.7,60,0,10.1,3,19,0,60
37.1,60,0,9.6,3,12,0,60
81.2,100,1,8.6,1,3,0,100
70.7,30,2,4.3,4,21,1,20
41.0,60,0,9.5,3,8,0,60
73.1,60,2,5.6,3,18,1,50
85.8,80,1,7.9,2,19,1,80
98.4,80,0,9.4,2,21,1,80
11.4,30,3,3.3,4,21,1,20
59.7,60,0,10.5,3,6,0,60
16.3,30,1,7.3,4,14,0,30
8.4,30,2,4.6,4,16,0,20
103.7,60,0,9.4,3,13,1,60
66.4,80,0,9.8,2,13,0,80
96.8,120,1,8.5,0,8,0,120
97.2,120,5,4.4,0,15,1,95
79.7,100,2,5.3,1,1,0,90
79.3,100,2,4.0,1,13,0,90
134.0,100,2,4.3,1,3,1,90
105.6,100,0,9.4,1,2,1,100
91.9,80,1,7.5,2,2,1,80
94.7,80,3,2.3,2,10,1,60
115.5,120,0,9.8,0,4,0,120
163.2,120,0,9.2,0,15,1,120
50.0,60,0,10.5,3,22,0,60
62.4,80,1,8.6,2,22,0,80
118.9,80,5,4.1,2,22,1,55
40.2,60,0,9.2,3,18,0,60
68.9,60,1,8.8,3,8,1,60
100.2,80,0,10.9,2,21,1,80
87.4,60,5,3.4,3,10,1,35
15.9,30,0,10.4,4,11,0,30
69.8,60,1,8.7,3,7,1,60
50.4,80,2,5.1,2,13,0,70
46.8,60,2,4.6,3,16,0,50
114.6,100,1,8.0,1,19,1,100
45.1,60,0,10.0,3,14,0,60
38.9,30,1,7.8,4,14,1,30
75.8,80,0,10.9,2,22,0,80
29.0,30,0,10.5,4,11,0,30
60.3,80,1,7.5,2,8,0,80
13.8,30,0,10.2,4,11,0,30
42.8,60,0,10.4,3,18,0,60
130.4,120,2,4.3,0,11,1,110
57.9,60,5,3.7,3,10,1,35
146.7,100,2,5.8,1,5,1,90
95.1,120,0,10.1,0,7,0,120
59.2,60,0,9.4,3,10,0,60
146.4,100,5,3.2,1,2,1,75
48.7,60,0,10.0,3,15,0,60
74.4,100,0,10.1,1,5,0,100
74.4,100,1,7.7,1,8,0,100
55.8,30,2,5.3,4,8,1,20
61.1,80,2,4.1,2,5,0,70
34.6,60,0,9.3,3,4,0,60
72.6,60,0,10.1,3,0,1,60
52.8,60,5,3.1,3,2,1,35
65.0,30,0,10.8,4,2,1,30
35.8,60,2,4.3,3,11,0,50
99.8,80,2,5.3,2,3,1,70
64.4,30,2,4.8,4,20,1,20
95.8,100,0,9.8,1,15,0,100
91.9,80,0,10.5,2,10,1,80
23.7,30,1,8.0,4,7,0,30
68.1,60,4,2.5,3,8,1,45
56.3,60,5,4.0,3,13,1,35
67.9,60,0,10.2,3,22,1,60
42.1,60,0,10.5,3,21,0,60
16.3,30,5,4.2,4,14,1,20
77.2,100,2,5.2,1,18,0,90
111.9,100,4,2.6,1,8,1,85
62.8,80,0,10.9,2,16,0,80
32.7,60,1,7.8,3,8,0,60
97.9,100,2,5.2,1,2,1,90
162.7,120,2,4.2,0,15,1,110
83.2,100,1,7.7,1,12,0,100
13.8,30,0,9.8,4,16,0,30
53.2,60,1,8.7,3,23,0,60
79.7,80,0,10.0,2,21,0,80
90.0,100,1,8.5,1,3,0,100
52.2,80,5,3.0,2,20,0,55
90.2,100,1,7.9,1,21,0,100
136.3,120,4,2.8,0,8,1,105
11.5,30,0,9.4,4,21,0,30
23.1,30,2,4.1,4,8,1,20
88.4,100,5,3.9,1,17,1,75
135.0,120,0,10.4,0,13,1,120
117.3,100,0,9.9,1,19,1,100
72.8,80,1,7.9,2,2,0,80
121.2,100,0,10.3,1,3,1,100
98.2,100,2,4.5,1,0,1,90
98.4,100,4,2.5,1,17,1,85
33.8,60,1,7.3,3,3,0,60
39.3,60,0,9.8,3,9,0,60
39.2,60,1,8.3,3,3,0,60
55.8,80,2,5.7,2,20,0,70
10.5,30,0,10.6,4,16,0,30
66.3,30,1,8.4,4,7,1,30
76.0,100,2,4.7,1,18,0,90
86.8,100,2,4.2,1,8,0,90
50.6,80,0,9.4,2,15,0,80
102.4,120,2,5.7,0,23,0,110
66.3,80,0,10.7,2,23,0,80
80.0,60,0,10.9,3,14,1,60
128.0,80,4,1.2,2,19,1,65
72.0,100,2,5.1,1,15,0,90
71.1,80,0,10.3,2,20,0,80
48.5,30,0,10.4,4,11,1,30
82.5,100,0,10.3,1,22,0,100
43.0,60,0,10.5,3,17,0,60
114.2,120,0,9.7,0,6,0,120
100.0,120,0,9.4,0,15,0,120
44.2,60,1,7.4,3,18,0,60
150.5,120,2,4.0,0,5,1,110
163.3,120,2,4.7,0,5,1,110
91.5,100,2,4.2,1,5,1,90
105.6,60,0,9.6,3,14,1,60
37.1,60,5,4.3,3,1,1,35
73.8,100,4,2.8,1,8,0,85
66.1,60,3,3.7,3,7,1,40
72.4,100,3,2.5,1,6,0,80
53.1,60,5,3.3,3,15,1,35
57.7,80,1,7.4,2,14,0,80
34.7,60,0,10.9,3,8,0,60
27.1,30,2,5.1,4,19,1,20
25.6,30,2,4.4,4,14,1,20
104.3,120,2,5.7,0,1,0,110
5.0,30,1,7.8,4,19,0,30
106.2,120,0,10.8,0,13,0,120
26.7,30,1,7.5,4,10,0,30
132.2,100,4,1.8,1,2,1,85
96.5,80,1,8.0,2,1,1,80
100.4,120,1,8.8,0,17,0,120
93.1,120,0,10.7,0,13,0,120
106.7,60,1,8.1,3,23,1,60
28.6,30,4,1.4,4,4,1,20
46.3,60,2,4.8,3,11,0,50
35.3,60,3,4.0,3,13,0,40
44.7,60,1,8.2,3,5,0,60
126.9,100,2,5.6,1,7,1,90
165.9,120,0,9.9,0,6,1,120
95.8,120,2,5.1,0,6,0,110
76.2,80,1,7.9,2,11,0,80
90.1,100,1,8.4,1,6,0,100
152.7,120,2,5.7,0,11,1,110
78.7,100,5,4.0,1,15,1,75
161.9,120,0,10.0,0,6,1,120
44.8,30,3,2.7,4,7,1,20
119.5,120,0,9.4,0,0,0,120
106.0,80,1,8.9,2,12,1,80
72.5,60,0,9.6,3,18,1,60
55.4,80,0,10.6,2,0,0,80
117.0,120,1,8.4,0,23,0,120
72.3,100,0,10.6,1,17,0,100
149.9,120,1,8.9,0,6,1,120
60.0,80,4,2.2,2,21,0,65
70.4,100,0,10.8,1,16,0,100
57.2,60,3,2.3,3,14,1,40
83.6,60,1,8.3,3,21,1,60
51.2,80,2,5.5,2,18,0,70
109.2,80,0,9.5,2,22,1,80
126.4,80,0,10.5,2,3,1,80
33.9,60,0,10.6,3,16,0,60
117.5,100,0,10.7,1,6,1,100
37.6,60,0,9.6,3,15,0,60
109.8,60,2,5.4,3,16,1,50
79.3,80,4,1.6,2,19,1,65
79.4,100,3,3.5,1,14,0,80
91.4,80,2,4.9,2,8,1,70
92.9,120,0,10.2,0,20,0,120
119.7,120,0,9.8,0,22,0,120
103.2,120,0,9.3,0,12,0,120
132.8,100,0,9.4,1,6,1,100
71.7,80,1,7.2,2,18,0,80
96.5,60,1,8.2,3,10,1,60
141.9,100,1,8.7,1,7,1,100
5.0,30,1,7.0,4,16,0,30
73.1,30,3,2.1,4,3,1,20
26.0,30,3,2.9,4,3,1,20
38.8,60,0,10.5,3,17,0,60
96.1,80,4,1.3,2,21,1,65
168.4,120,5,3.5,0,16,1,95
49.6,60,0,9.5,3,2,0,60
51.4,60,1,7.8,3,8,0,60
55.2,60,1,7.4,3,5,0,60
62.3,30,5,3.7,4,1,1,20
60.9,80,4,2.5,2,11,0,65
72.1,100,0,10.2,1,14,0,100
91.6,100,1,7.2,1,8,0,100
114.2,120,1,8.3,0,1,0,120
119.1,80,1,8.0,2,11,1,80
47.5,60,0,10.9,3,15,0,60
48.4,60,4,1.6,3,6,1,45
64.6,80,2,5.5,2,0,0,70
7.5,30,4,2.5,4,20,0,20
46.9,60,4,1.4,3,6,1,45
96.0,60,2,5.8,3,2,1,50
94.8,120,1,8.0,0,19,0,120
64.0,30,2,5.4,4,4,1,20
47.4,60,0,9.3,3,2,0,60
79.5,100,2,4.5,1,14,0,90
92.9,100,0,10.2,1,5,0,100
59.7,30,2,4.6,4,14,1,20
150.6,120,0,10.0,0,2,1,120
98.8,80,0,9.7,2,23,1,80
149.7,100,0,10.3,1,22,1,100
34.9,60,0,10.0,3,0,0,60
46.0,60,2,4.0,3,1,0,50
93.9,80,2,5.3,2,3,1,70
64.2,80,1,7.8,2,20,0,80
12.2,30,0,9.7,4,13,0,30
51.8,60,0,9.2,3,13,0,60
18.9,30,0,9.4,4,9,0,30
97.5,80,0,9.4,2,10,1,80
96.0,100,4,2.9,1,3,1,85
105.6,80,0,9.9,2,14,1,80
82.7,60,1,7.1,3,19,1,60
142.6,120,0,9.3,0,3,1,120
94.4,100,0,9.2,1,19,0,100
109.2,120,1,8.2,0,19,0,120
59.2,80,2,4.4,2,15,0,70
39.9,60,0,10.0,3,1,0,60
147.8,120,0,9.7,0,12,1,120
34.7,60,1,8.6,3,7,0,60
45.1,30,0,9.6,4,12,1,30
85.4,100,0,9.9,1,19,0,100
45.2,60,5,4.4,3,20,1,35
63.2,30,2,4.9,4,7,1,20
5.0,30,1,8.6,4,3,0,30
137.2,100,1,8.3,1,4,1,100
168.5,120,1,7.8,0,20,1,120
96.7,120,1,8.0,0,5,0,120
31.4,60,2,5.9,3,22,0,50
51.6,60,2,5.3,3,18,1,50
44.9,60,0,10.8,3,9,0,60
145.7,100,1,7.4,1,2,1,100
108.9,100,1,8.0,1,12,1,100
88.1,60,4,2.8,3,8,1,45
61.2,80,2,4.6,2,16,0,70
78.4,60,1,8.9,3,9,1,60
78.4,80,0,9.2,2,11,0,80
72.8,100,2,5.8,1,12,0,90
71.7,100,0,9.9,1,23,0,100
147.4,100,0,9.1,1,9,1,100
129.6,100,0,10.8,1,18,1,100
104.6,120,2,4.5,0,20,0,110
140.1,100,0,9.0,1,18,1,100
91.4,120,1,7.3,0,16,0,120
83.6,100,4,2.3,1,4,0,85
32.4,60,0,11.0,3,7,0,60
75.4,100,1,7.2,1,4,0,100
48.4,60,1,7.9,3,14,0,60
36.7,60,0,9.4,3,3,0,60
67.1,60,3,3.5,3,12,1,40
5.0,30,0,9.2,4,16,0,30
159.5,120,1,7.5,0,4,1,120
49.9,60,1,7.4,3,0,0,60
77.0,30,2,5.1,4,21,1,20
47.6,30,2,5.7,4,14,1,20
117.8,100,0,10.0,1,9,1,100
121.0,100,0,9.1,1,10,1,100
83.4,100,2,5.1,1,17,0,90
100.1,60,1,8.6,3,12,1,60
106.3,60,4,1.3,3,19,1,45
143.8,100,3,2.1,1,23,1,80
64.8,80,4,1.4,2,15,0,65
48.4,60,1,8.5,3,18,0,60
59.2,80,0,10.2,2,22,0,80
12.9,30,3,3.1,4,11,1,20
109.5,60,1,7.5,3,22,1,60
108.8,120,0,9.7,0,13,0,120
31.2,60,4,2.9,3,1,0,45
105.9,100,4,1.5,1,9,1,85
95.8,60,1,8.8,3,3,1,60
8.3,30,0,10.2,4,0,0,30
21.4,30,1,7.2,4,23,0,30
126.8,80,3,2.9,2,16,1,60
92.7,100,4,2.9,1,10,1,85
121.9,100,0,9.8,1,6,1,100
92.3,80,0,10.7,2,16,1,80
112.8,120,4,1.5,0,16,1,105
52.9,80,1,8.1,2,8,0,80
101.9,120,1,8.7,0,9,0,120
85.2,100,5,4.8,1,5,1,75
133.6,100,0,10.0,1,16,1,100
35.3,30,2,5.3,4,15,1,20
54.0,60,0,9.0,3,6,0,60
72.0,100,1,7.5,1,18,0,100
126.3,120,3,2.6,0,3,1,100
126.1,80,1,7.2,2,19,1,80
124.6,100,5,3.6,1,23,1,75
101.8,80,1,7.6,2,16,1,80
47.8,60,0,10.9,3,23,0,60
39.3,60,0,10.3,3,8,0,60
37.9,60,1,7.9,3,10,0,60
56.2,80,1,9.0,2,22,0,80
8.9,30,0,9.3,4,0,0,30
77.8,30,1,8.0,4,6,1,30
100.7,80,1,8.3,2,21,1,80
96.2,100,2,4.1,1,4,1,90
74.5,80,2,5.4,2,4,1,70
73.3,100,2,4.2,1,0,0,90
46.5,60,0,9.3,3,5,0,60
122.0,80,0,9.3,2,12,1,80
112.6,120,2,5.9,0,14,1,110
80.0,100,1,8.4,1,3,0,100
121.1,80,0,10.3,2,16,1,80
18.0,30,3,3.1,4,23,1,20
87.4,60,3,2.6,3,23,1,40
57.7,60,1,8.2,3,12,0,60
132.9,100,0,9.8,1,10,1,100
32.8,60,3,2.3,3,3,0,40
52.4,80,1,8.4,2,6,0,80
36.4,60,3,2.3,3,18,0,40
138.3,120,3,2.4,0,23,1,100
57.1,80,3,3.6,2,6,0,60
85.6,100,1,8.3,1,13,0,100
112.8,100,0,10.3,1,20,1,100
25.7,30,2,4.8,4,15,1,20
73.3,100,2,4.8,1,20,0,90
110.7,100,2,5.4,1,8,1,90
70.1,80,0,10.5,2,21,0,80
11.2,30,0,10.0,4,21,0,30
56.0,80,4,2.9,2,1,0,65
32.0,60,2,5.9,3,15,0,50
19.4,30,4,1.8,4,4,1,20
90.1,100,3,3.6,1,11,1,80
79.6,80,1,8.1,2,19,0,80
119.7,80,2,5.0,2,14,1,70
100.7,60,4,1.1,3,2,1,45
95.8,120,1,8.1,0,8,0,120
94.0,100,2,5.8,1,6,1,90
38.9,60,0,10.6,3,3,0,60
73.7,60,1,8.6,3,8,1,60
71.8,80,2,4.3,2,14,1,70
71.8,80,0,9.7,2,22,0,80
89.7,100,0,9.5,1,20,0,100
71.6,80,0,9.6,2,6,0,80
76.1,80,0,10.2,2,10,0,80
24.0,30,0,9.7,4,18,0,30
86.4,100,1,8.1,1,10,0,100
51.4,30,4,1.9,4,0,1,20
57.7,60,1,7.6,3,20,0,60
104.8,120,0,9.2,0,12,0,120
99.0,60,0,10.8,3,12,1,60
147.4,120,2,4.0,0,1,1,110
27.4,30,1,7.0,4,16,0,30
53.4,30,3,3.7,4,18,1,20
98.4,100,2,6.0,1,22,1,90
113.7,100,3,3.5,1,14,1,80
78.8,80,0,9.0,2,18,0,80
75.4,80,2,4.5,2,9,1,70
73.9,80,0,10.9,2,9,0,80
126.6,100,5,4.6,1,8,1,75
66.1,60,2,5.1,3,18,1,50
91.4,100,0,9.5,1,10,0,100
71.0,60,0,9.0,3,5,1,60
56.3,60,0,9.0,3,1,0,60
88.0,80,2,5.2,2,23,1,70
12.1,30,0,9.0,4,9,0,30
